tenant_id	unix_hour	exact_count	estimate	signed_relative_error	absolute_relative_error	serialized_size
7	14	1000	1008.579679	0.008579679	0.008579679	4124
7	15	1000	1002.188665	0.002188665	0.002188665	4124
7	16	1000	1004.743874	0.004743874	0.004743874	4124
7	17	1000	974.186070	-0.025813930	0.025813930	4124
7	18	1000	986.890795	-0.013109205	0.013109205	4124
7	19	1000	985.618547	-0.014381453	0.014381453	4124
7	20	5000	4927.474558	-0.014505088	0.014505088	4124
7	21	5000	4981.105439	-0.003778912	0.003778912	4124
7	22	5000	4891.006491	-0.021798702	0.021798702	4124
7	23	10000	9937.395527	-0.006260447	0.006260447	4124
8	0	1000	977.993351	-0.022006649	0.022006649	4124
8	1	1000	1008.579679	0.008579679	0.008579679	4124
8	2	1000	1000.911658	0.000911658	0.000911658	4124
8	3	1000	1009.859079	0.009859079	0.009859079	4124
8	4	1000	999.635049	-0.000364951	0.000364951	4124
8	5	1000	997.083024	-0.002916976	0.002916976	4124
8	6	1000	977.993351	-0.022006649	0.022006649	4124
8	7	1000	977.993351	-0.022006649	0.022006649	4124
8	8	1000	990.709909	-0.009290091	0.009290091	4124
8	9	1000	1000.911658	0.000911658	0.000911658	4124
8	10	1000	984.346695	-0.015653305	0.015653305	4124
8	11	1000	993.257965	-0.006742035	0.006742035	4124
8	12	1000	989.436475	-0.010563525	0.010563525	4124
8	13	1000	1013.699680	0.013699680	0.013699680	4124
8	14	1000	993.257965	-0.006742035	0.006742035	4124
8	15	1000	997.083024	-0.002916976	0.002916976	4124
8	16	1000	988.163437	-0.011836563	0.011836563	4124
8	17	1000	993.257965	-0.006742035	0.006742035	4124
8	18	1000	991.983739	-0.008016261	0.008016261	4124
8	19	1000	1011.138879	0.011138879	0.011138879	4124
8	20	5000	4977.732858	-0.004453428	0.004453428	4124
8	21	5000	4964.270233	-0.007145953	0.007145953	4124
8	22	5000	4934.140142	-0.013171972	0.013171972	4124
8	23	10000	10063.789848	0.006378985	0.006378985	4124
9	0	1000	998.358838	-0.001641162	0.001641162	4124
9	1	1000	999.635049	-0.000364951	0.000364951	4124
9	2	1000	1002.188665	0.002188665	0.002188665	4124
9	3	1000	1002.188665	0.002188665	0.002188665	4124
9	4	1000	1000.911658	0.000911658	0.000911658	4124
9	5	1000	977.993351	-0.022006649	0.022006649	4124
9	6	1000	1022.675110	0.022675110	0.022675110	4124
9	7	1000	993.257965	-0.006742035	0.006742035	4124
9	8	1000	1004.743874	0.004743874	0.004743874	4124
9	9	1000	994.532588	-0.005467412	0.005467412	4124
9	10	1000	1000.911658	0.000911658	0.000911658	4124
9	11	1000	1000.911658	0.000911658	0.000911658	4124
9	12	1000	998.358838	-0.001641162	0.001641162	4124
9	13	1000	1002.188665	0.002188665	0.002188665	4124
9	14	1000	971.649847	-0.028350153	0.028350153	4124
9	15	1000	1013.699680	0.013699680	0.013699680	4124
9	16	1000	998.358838	-0.001641162	0.001641162	4124
9	17	1000	995.807607	-0.004192393	0.004192393	4124
9	18	1000	997.083024	-0.002916976	0.002916976	4124
9	19	1000	1003.466070	0.003466070	0.003466070	4124
9	20	5000	4920.819805	-0.015836039	0.015836039	4124
9	21	5000	4934.140142	-0.013171972	0.013171972	4124
9	22	5000	5035.447861	0.007089572	0.007089572	4124
9	23	10000	9858.947165	-0.014105284	0.014105284	4124
10	0	1000	1011.138879	0.011138879	0.011138879	4124
10	1	1000	1008.579679	0.008579679	0.008579679	4124
10	2	1000	1008.579679	0.008579679	0.008579679	4124
10	3	1000	999.635049	-0.000364951	0.000364951	4124
10	4	1000	998.358838	-0.001641162	0.001641162	4124
10	5	1000	1012.419079	0.012419079	0.012419079	4124
10	6	1000	993.257965	-0.006742035	0.006742035	4124
10	7	1000	995.807607	-0.004192393	0.004192393	4124
10	8	1000	1009.859079	0.009859079	0.009859079	4124
10	9	1000	998.358838	-0.001641162	0.001641162	4124
10	10	1000	1011.138879	0.011138879	0.011138879	4124
10	11	1000	994.532588	-0.005467412	0.005467412	4124
10	12	1000	1009.859079	0.009859079	0.009859079	4124
10	13	1000	984.346695	-0.015653305	0.015653305	4124
10	14	1000	976.723864	-0.023276136	0.023276136	4124
10	15	1000	1021.391701	0.021391701	0.021391701	4124
10	16	1000	1003.466070	0.003466070	0.003466070	4124
10	17	1000	967.848454	-0.032151546	0.032151546	4124
10	18	1000	1003.466070	0.003466070	0.003466070	4124
10	19	1000	989.436475	-0.010563525	0.010563525	4124
10	20	5000	5042.291639	0.008458328	0.008458328	4124
10	21	5000	4981.105439	-0.003778912	0.003778912	4124
10	22	5000	5028.615500	0.005723100	0.005723100	4124
10	23	10000	9738.628768	-0.026137123	0.026137123	4124
11	0	1000	995.807607	-0.004192393	0.004192393	4124
11	1	1000	1007.300678	0.007300678	0.007300678	4124
11	2	1000	998.358838	-0.001641162	0.001641162	4124
11	3	1000	1006.022077	0.006022077	0.006022077	4124
11	4	1000	995.807607	-0.004192393	0.004192393	4124
11	5	1000	998.358838	-0.001641162	0.001641162	4124
11	6	1000	999.635049	-0.000364951	0.000364951	4124
11	7	1000	1014.980680	0.014980680	0.014980680	4124
11	8	1000	993.257965	-0.006742035	0.006742035	4124
11	9	1000	1004.743874	0.004743874	0.004743874	4124
11	10	1000	990.709909	-0.009290091	0.009290091	4124
11	11	1000	997.083024	-0.002916976	0.002916976	4124
11	12	1000	1002.188665	0.002188665	0.002188665	4124
11	13	1000	984.346695	-0.015653305	0.015653305	4124
11	14	1000	1014.980680	0.014980680	0.014980680	4124
11	15	1000	990.709909	-0.009290091	0.009290091	4124
11	16	1000	1016.262082	0.016262082	0.016262082	4124
11	17	1000	995.807607	-0.004192393	0.004192393	4124
11	18	1000	1007.300678	0.007300678	0.007300678	4124
11	19	1000	991.983739	-0.008016261	0.008016261	4124
11	20	5000	4947.503938	-0.010499212	0.010499212	4124
11	21	5000	5021.794515	0.004358903	0.004358903	4124
11	22	5000	5056.013595	0.011202719	0.011202719	4124
11	23	10000	9937.395527	-0.006260447	0.006260447	4124
12	0	1000	1030.384020	0.030384020	0.030384020	4124
12	1	1000	1000.911658	0.000911658	0.000911658	4124
12	2	1000	986.890795	-0.013109205	0.013109205	4124
12	3	1000	983.075238	-0.016924762	0.016924762	4124
12	4	1000	998.358838	-0.001641162	0.001641162	4124
12	5	1000	989.436475	-0.010563525	0.010563525	4124
12	6	1000	999.635049	-0.000364951	0.000364951	4124
12	7	1000	1000.911658	0.000911658	0.000911658	4124
12	8	1000	999.635049	-0.000364951	0.000364951	4124
12	9	1000	991.983739	-0.008016261	0.008016261	4124
12	10	1000	1008.579679	0.008579679	0.008579679	4124
12	11	1000	988.163437	-0.011836563	0.011836563	4124
12	12	1000	1018.826088	0.018826088	0.018826088	4124
12	13	1000	1006.022077	0.006022077	0.006022077	4124
12	14	1000	991.983739	-0.008016261	0.008016261	4124
12	15	1000	1000.911658	0.000911658	0.000911658	4124
12	16	1000	1017.543884	0.017543884	0.017543884	4124
12	17	1000	999.635049	-0.000364951	0.000364951	4124
12	18	1000	995.807607	-0.004192393	0.004192393	4124
12	19	1000	998.358838	-0.001641162	0.001641162	4124
12	20	5000	4904.230070	-0.019153986	0.019153986	4124
12	21	5000	4998.010127	-0.000397975	0.000397975	4124
12	22	5000	5083.596191	0.016719238	0.016719238	4124
12	23	10000	10291.737386	0.029173739	0.029173739	4124
13	0	1000	979.263232	-0.020736768	0.020736768	4124
13	1	1000	998.358838	-0.001641162	0.001641162	4124
13	2	1000	1000.911658	0.000911658	0.000911658	4124
13	3	1000	993.257965	-0.006742035	0.006742035	4124
13	4	1000	1000.911658	0.000911658	0.000911658	4124
13	5	1000	1006.022077	0.006022077	0.006022077	4124
13	6	1000	1020.108694	0.020108694	0.020108694	4124
13	7	1000	1017.543884	0.017543884	0.017543884	4124
13	8	1000	995.807607	-0.004192393	0.004192393	4124
13	9	1000	983.075238	-0.016924762	0.016924762	4124
13	10	1000	995.807607	-0.004192393	0.004192393	4124
13	11	1000	989.436475	-0.010563525	0.010563525	4124
13	12	1000	1007.300678	0.007300678	0.007300678	4124
13	13	1000	991.983739	-0.008016261	0.008016261	4124
13	14	1000	1012.419079	0.012419079	0.012419079	4124
13	15	1000	1007.300678	0.007300678	0.007300678	4124
13	16	1000	1029.098194	0.029098194	0.029098194	4124
13	17	1000	991.983739	-0.008016261	0.008016261	4124
13	18	1000	999.635049	-0.000364951	0.000364951	4124
13	19	1000	1004.743874	0.004743874	0.004743874	4124
13	20	5000	5090.520960	0.018104192	0.018104192	4124
13	21	5000	5100.930114	0.020186023	0.020186023	4124
13	22	5000	4998.010127	-0.000397975	0.000397975	4124
13	23	10000	9903.590659	-0.009640934	0.009640934	4124
14	0	1000	981.804175	-0.018195825	0.018195825	4124
14	1	1000	1003.466070	0.003466070	0.003466070	4124
14	2	1000	972.917762	-0.027082238	0.027082238	4124
14	3	1000	1002.188665	0.002188665	0.002188665	4124
14	4	1000	995.807607	-0.004192393	0.004192393	4124
14	5	1000	997.083024	-0.002916976	0.002916976	4124
14	6	1000	995.807607	-0.004192393	0.004192393	4124
14	7	1000	980.533506	-0.019466494	0.019466494	4124
14	8	1000	979.263232	-0.020736768	0.020736768	4124
14	9	1000	983.075238	-0.016924762	0.016924762	4124
14	10	1000	985.618547	-0.014381453	0.014381453	4124
14	11	1000	1004.743874	0.004743874	0.004743874	4124
14	12	1000	993.257965	-0.006742035	0.006742035	4124
14	13	1000	993.257965	-0.006742035	0.006742035	4124
14	14	1000	984.346695	-0.015653305	0.015653305	4124
14	15	1000	995.807607	-0.004192393	0.004192393	4124
14	16	1000	1011.138879	0.011138879	0.011138879	4124
14	17	1000	994.532588	-0.005467412	0.005467412	4124
14	18	1000	988.163437	-0.011836563	0.011836563	4124
14	19	1000	1002.188665	0.002188665	0.002188665	4124
14	20	5000	4924.145830	-0.015170834	0.015170834	4124
14	21	5000	5104.405719	0.020881144	0.020881144	4124
14	22	5000	4940.816590	-0.011836682	0.011836682	4124
14	23	10000	9749.421923	-0.025057808	0.025057808	4124
15	0	1000	999.635049	-0.000364951	0.000364951	4124
15	1	1000	1011.138879	0.011138879	0.011138879	4124
15	2	1000	1003.466070	0.003466070	0.003466070	4124
15	3	1000	991.983739	-0.008016261	0.008016261	4124
15	4	1000	1008.579679	0.008579679	0.008579679	4124
15	5	1000	998.358838	-0.001641162	0.001641162	4124
15	6	1000	1011.138879	0.011138879	0.011138879	4124
15	7	1000	984.346695	-0.015653305	0.015653305	4124
15	8	1000	993.257965	-0.006742035	0.006742035	4124
15	9	1000	1004.743874	0.004743874	0.004743874	4124
15	10	1000	1002.188665	0.002188665	0.002188665	4124
15	11	1000	1003.466070	0.003466070	0.003466070	4124
15	12	1000	1011.138879	0.011138879	0.011138879	4124
15	13	1000	1017.543884	0.017543884	0.017543884	4124
15	14	1000	1000.911658	0.000911658	0.000911658	4124
15	15	1000	990.709909	-0.009290091	0.009290091	4124
15	16	1000	977.993351	-0.022006649	0.022006649	4124
15	17	1000	1009.859079	0.009859079	0.009859079	4124
15	18	1000	988.163437	-0.011836563	0.011836563	4124
15	19	1000	1026.527751	0.026527751	0.026527751	4124
15	20	5000	4977.732858	-0.004453428	0.004453428	4124
15	21	5000	4957.555477	-0.008488905	0.008488905	4124
15	22	5000	5008.186530	0.001637306	0.001637306	4124
15	23	10000	10230.510536	0.023051054	0.023051054	4124
16	0	1000	999.635049	-0.000364951	0.000364951	4124
16	1	1000	998.358838	-0.001641162	0.001641162	4124
16	2	1000	980.533506	-0.019466494	0.019466494	4124
16	3	1000	1009.859079	0.009859079	0.009859079	4124
16	4	1000	1014.980680	0.014980680	0.014980680	4124
16	5	1000	1004.743874	0.004743874	0.004743874	4124
16	6	1000	1012.419079	0.012419079	0.012419079	4124
16	7	1000	981.804175	-0.018195825	0.018195825	4124
16	8	1000	995.807607	-0.004192393	0.004192393	4124
16	9	1000	985.618547	-0.014381453	0.014381453	4124
16	10	1000	1008.579679	0.008579679	0.008579679	4124
16	11	1000	1000.911658	0.000911658	0.000911658	4124
16	12	1000	1007.300678	0.007300678	0.007300678	4124
16	13	1000	1000.911658	0.000911658	0.000911658	4124
16	14	1000	1004.743874	0.004743874	0.004743874	4124
16	15	1000	1007.300678	0.007300678	0.007300678	4124
16	16	1000	1012.419079	0.012419079	0.012419079	4124
16	17	1000	1000.911658	0.000911658	0.000911658	4124
16	18	1000	994.532588	-0.005467412	0.005467412	4124
16	19	1000	977.993351	-0.022006649	0.022006649	4124
16	20	5000	5025.203588	0.005040718	0.005040718	4124
16	21	5000	4994.623603	-0.001075279	0.001075279	4124
16	22	5000	4998.010127	-0.000397975	0.000397975	4124
16	23	10000	9836.806570	-0.016319343	0.016319343	4124
17	0	1000	994.532588	-0.005467412	0.005467412	4124
17	1	1000	1018.826088	0.018826088	0.018826088	4124
17	2	1000	998.358838	-0.001641162	0.001641162	4124
17	3	1000	1016.262082	0.016262082	0.016262082	4124
17	4	1000	1011.138879	0.011138879	0.011138879	4124
17	5	1000	1003.466070	0.003466070	0.003466070	4124
17	6	1000	1009.859079	0.009859079	0.009859079	4124
17	7	1000	1007.300678	0.007300678	0.007300678	4124
17	8	1000	1000.911658	0.000911658	0.000911658	4124
17	9	1000	1004.743874	0.004743874	0.004743874	4124
17	10	1000	1007.300678	0.007300678	0.007300678	4124
17	11	1000	984.346695	-0.015653305	0.015653305	4124
17	12	1000	1014.980680	0.014980680	0.014980680	4124
17	13	1000	994.532588	-0.005467412	0.005467412	4124
17	14	1000	1011.138879	0.011138879	0.011138879	4124
17	15	1000	981.804175	-0.018195825	0.018195825	4124
17	16	1000	1002.188665	0.002188665	0.002188665	4124
17	17	1000	999.635049	-0.000364951	0.000364951	4124
17	18	1000	1008.579679	0.008579679	0.008579679	4124
17	19	1000	994.532588	-0.005467412	0.005467412	4124
17	20	5000	5038.868321	0.007773664	0.007773664	4124
17	21	5000	4987.858944	-0.002428211	0.002428211	4124
17	22	5000	5139.324942	0.027864988	0.027864988	4124
17	23	10000	9858.947165	-0.014105284	0.014105284	4124
18	0	1000	1000.911658	0.000911658	0.000911658	4124
18	1	1000	998.358838	-0.001641162	0.001641162	4124
18	2	1000	1007.300678	0.007300678	0.007300678	4124
18	3	1000	1018.826088	0.018826088	0.018826088	4124
18	4	1000	1011.138879	0.011138879	0.011138879	4124
18	5	1000	998.358838	-0.001641162	0.001641162	4124
18	6	1000	985.618547	-0.014381453	0.014381453	4124
18	7	1000	986.890795	-0.013109205	0.013109205	4124
18	8	1000	1007.300678	0.007300678	0.007300678	4124
18	9	1000	1014.980680	0.014980680	0.014980680	4124
18	10	1000	967.848454	-0.032151546	0.032151546	4124
18	11	1000	999.635049	-0.000364951	0.000364951	4124
18	12	1000	1000.911658	0.000911658	0.000911658	4124
18	13	1000	993.257965	-0.006742035	0.006742035	4124
18	14	1000	1009.859079	0.009859079	0.009859079	4124
18	15	1000	1000.911658	0.000911658	0.000911658	4124
18	16	1000	1006.022077	0.006022077	0.006022077	4124
18	17	1000	1007.300678	0.007300678	0.007300678	4124
18	18	1000	997.083024	-0.002916976	0.002916976	4124
18	19	1000	1003.466070	0.003466070	0.003466070	4124
18	20	5000	4934.140142	-0.013171972	0.013171972	4124
18	21	5000	5008.186530	0.001637306	0.001637306	4124
18	22	5000	5080.138191	0.016027638	0.016027638	4124
18	23	10000	9792.881217	-0.020711878	0.020711878	4124
19	0	1000	984.346695	-0.015653305	0.015653305	4124
19	1	1000	990.709909	-0.009290091	0.009290091	4124
19	2	1000	990.709909	-0.009290091	0.009290091	4124
19	3	1000	1020.108694	0.020108694	0.020108694	4124
19	4	1000	999.635049	-0.000364951	0.000364951	4124
19	5	1000	1003.466070	0.003466070	0.003466070	4124
19	6	1000	980.533506	-0.019466494	0.019466494	4124
19	7	1000	999.635049	-0.000364951	0.000364951	4124
19	8	1000	1003.466070	0.003466070	0.003466070	4124
19	9	1000	1007.300678	0.007300678	0.007300678	4124
19	10	1000	1000.911658	0.000911658	0.000911658	4124
19	11	1000	986.890795	-0.013109205	0.013109205	4124
19	12	1000	994.532588	-0.005467412	0.005467412	4124
19	13	1000	1016.262082	0.016262082	0.016262082	4124
19	14	1000	993.257965	-0.006742035	0.006742035	4124
19	15	1000	990.709909	-0.009290091	0.009290091	4124
19	16	1000	998.358838	-0.001641162	0.001641162	4124
19	17	1000	1004.743874	0.004743874	0.004743874	4124
19	18	1000	1006.022077	0.006022077	0.006022077	4124
19	19	1000	1003.466070	0.003466070	0.003466070	4124
19	20	5000	4867.967458	-0.026406508	0.026406508	4124
19	21	5000	5011.584290	0.002316858	0.002316858	4124
19	22	5000	5035.447861	0.007089572	0.007089572	4124
19	23	10000	9685.085522	-0.031491448	0.031491448	4124
20	0	1000	995.807607	-0.004192393	0.004192393	4124
20	1	1000	988.163437	-0.011836563	0.011836563	4124
20	2	1000	984.346695	-0.015653305	0.015653305	4124
20	3	1000	1013.699680	0.013699680	0.013699680	4124
20	4	1000	984.346695	-0.015653305	0.015653305	4124
20	5	1000	1009.859079	0.009859079	0.009859079	4124
20	6	1000	1003.466070	0.003466070	0.003466070	4124
20	7	1000	995.807607	-0.004192393	0.004192393	4124
20	8	1000	1007.300678	0.007300678	0.007300678	4124
20	9	1000	991.983739	-0.008016261	0.008016261	4124
20	10	1000	1002.188665	0.002188665	0.002188665	4124
20	11	1000	1012.419079	0.012419079	0.012419079	4124
20	12	1000	1004.743874	0.004743874	0.004743874	4124
20	13	1000	990.709909	-0.009290091	0.009290091	4124
20	14	1000	971.649847	-0.028350153	0.028350153	4124
